,Unnamed: 0,judul,nim,kata_kunci,mix_feature
157,157,IMPLEMENTASI METODE PROMETHEE DALAM  PREDIKSI HASIL PERTANDINGAN LIGA INGGRIS,71150148,"PROMETHEE, sistem prediksi, multikriteria",implementasi promethee prediksi tanding liga inggris buah prediksi bangun implementasi promethee tanding sepakbola prediksi data tanding tanding kumpul data data pola analisa buah hitung prediksi tim menang kalah imbang tanding butuh  analisa data peta kuat calon tim lawan tanding persentase raih menang peta kuat lawan buah tim latih jajar staff-nya tim antisipasi kuat tim calon lawan buah strategi instruksi instruksi main manfaat parameter parameter dunia sepakbola latih skill individu rekor 4 tanding factor tuan rumah kriteria kriteria bangun prediksi kriteria pilih bobot dasar situasi peran kriteria uji prediksi implementasi promethee prediksi proses prediksi tanding akurasi rendah salah kendala temu bangun parameter parameter salah solusi akurasi prediksi promethee prediksi multikriteria
158,158,PENGEMBANGAN SISTEM LAYANAN PASTORAL PADA APLIKASI GEMATEN PAROKI SANTA MARIA ASSUMPTA KLATEN,71160080,"Layanan Pastoral, Laravel, Flutter, UCD, Completion Rate, Time Based Efficiency, System Usability Scale",kembang layan pastoral aplikasi gematen paroki santa maria assumpta klaten paroki santa maria assumpta klaten layan layan pastoral aju umat proses aju tradisional kantor paroki isi buku aju mudah proses aju kembang layan pastoral integrasi aplikasi gematen kembang framework laravel bas website  framework flutter bas android tahap kembang user ucd design ucd selesai kembang uji usability testing hitung completion rate time based efficiency kuesioner usability scale sus layan pastoral kembang integrasi aplikasi gematen uji layan pastoral efektivitas effectiveness efficiency responden expert user uji sus layan pastoral puas upa excellent terima upa acceptable terima layan pastoral laravel flutter ucd completion rate time based efficiency usability scale
159,159,PENERAPAN TEST DRIVEN DEVELOPMENT DALAM ARSITEKTUR LAYANAN MIKRO,71170171,"Test driven development, Kebutuhan, uji tes, Continuous integration",terap test driven development arsitektur layan mikro kembang aplikasi kompleks iring butuh aplikasi butuh terkadang rusa kode kode susun rusa kode akibat fungsional aplikasi jalan maksimal error aplikasi tanggulang automated test fungsi jalan tes kode rancang automated test jalan butuh aplikasi susun proses konsep test driven development uji tes kembang dasar analisa butuh butuh skenario upa expected result precondition uji tes uji tes kode butuh aplikasi konsep test driven development optimal continuous integration continuous integration tugas jalan uji tes susun otomatis dasar  analisa kembang mudah dukung butuh uji tes susun kembang uji uji lolos uji kuat pipeline continuous integration uji tes lolos test driven development butuh uji tes continuous integration
160,160,PEMBUATAN WEB MEDIA INTERAKTIF SEBAGAI MEDIA PEMBELAJARAN UNTUK SISWA SEKOLAH DASAR,71150053,"Media Interaktif, User Centered Design, Website", website media interaktif media ajar siswa sekolah dasar ajar kualitas didik proses ajar diminimalisir mutu prestasi siswa ajar prestasi ajar siswa turun siswa semangat ajar cenderung pasif terima guru ajar siswa malas ajar matematika materi ajar matematika tarik semangat siswa ajar siswa materi tarik butuh media interaktif upa website mudah ancang website media interaktif buah nama ucd user ucd design ucd identifikasi user butuh bantu ancang website guru sd budya wacana jogjakarta guru erti butuh siswa uji website siswa kelas 3 sd budya wacana jogjakarta website media interaktif bangun mudah siswa bantu siswa minat ajar bantu siswa paham materi siswa task kait menu website website media interaktif bantu siswa minat ajar bukti beda rata signifikan siswa ajar website  buku siswa paham materi bukti rata siswa poin siswa capai standar matematika sd budya wacana media interaktif user ucd design website
161,161,PENGEMBANGAN SITUS BANTU BELAJAR SMP N 1 HALMAHERA UTARA,71150049,"Pengembangan Situs Web, User Interface, Goal�Direct Design, Quality in Use Itegrated Measurement (QUIM),  System Usability Scale (SUS)",kembang situs bantu ajar smp 1 halmahera utara situs bantu ajar online situs ganti ajar tatap muka mudah efisien smp 1 halmahera utara sekolah letak daerah malu utara situs bantu ajar media giat ajar sekolah situs website  alami desain antarmuka usability dasar data wawancara tampil fitur-fitur situs website  liput latar warna font navigasi fitur-fitur butuh kumpul tugas siswa upload tugas siswa baharu fitur-fitur agenda sekolah presensi siswa uji patisipasi 5 responden usability scale sus indicator skala rata rata angka kategori data situs bantu ajar website  ajar smp negeri 1 halmahera utara kembang situs bantu ajar goal-direct design gdd usability scale sus quality in use itegrated measurement quim alat ukur usability dasar data evaluasi  analisa sus quim situs bantu ajar ajar smp 1 halmahera utara alami usability evaluasi sus rata kategori excellent  analisa quim data upa presentase kategori kategori kembang situs website  user interface goal direct design quality in use itegrated measurement quim usability scale sus
162,162,"PEMBUATAN E-LEARNING BERBASIS MOODLE MENGGUNAKAN GOAL DIRECTED DESIGN DAN UJI USABILITAS STUDI KASUS SMA TRI DHARMA, ENDE",71150115,"E-learning , Website, Goal Directed Design, Moodle, Learning Management System, Task success, Software Usbality Measurement Inventory",e-learning bas moodle goal directed design uji usabilitas studi sma tri dharma ende sma tri dharma salah sekolah kota ende ajar online e-learning pengaruh kembang teknologi adaptive ahp-topsis covid bantu aplikasi whatsapp guru sulit ajar online sulit akses materi sulit tugas uji penyampain materi batas guru siswa sulit materi batas materi tugas jam guru agama aktivitas tulis website dukung ajar online e-learning bantu aplikasi learning management moodle metdoe goal directed design tujan website bangun sesuai task success kuesioner software usability measurement inventory tahi website  puas kenyam website  goal directed design fokus sma tri dharma ende 3 guru siswa 1 guru tugas admin langkah langkah proses kumpul data research model persona modelling susun butuh requirements rancang framework implementasi bangun refinenment uji evaluasi support task success kuesioner software usability measurement inventory goal directed design capa ajar online dukung uji evaluasi website task success kuesioner software usability measurement inventory website bangun mudah nyaman puas website ajar online e-learning website goal directed design moodle learning management task success software usbality measurement inventory
163,163,PERANCANGAN DAN IMPLEMENTASI VISUALISASI DATA UNTUK SISTEM INFORMASI AKADEMIK TINGKAT SMA,71160097,"user centered design, usability testing",ancang implementasi visualisasi data akademik sma ancang implementasi visualisasi data akademik sma bas website terap user ucd design visualisasi data akademik mudah proses monitoring evaluasi akses akademik proses studi literatur studi lapang konteks butuh solusi desain implementasi bentuk website uji usabilitas visualisasi data akademik uji usability testing acu 3 atribut adaptive ahp-topsis efisiensi puas uji visualisasi data akademik milik adaptive ahp-topsis efisiensi puas dasar visualisasi data akademik rancang layak proses monitoring evaluasi akses akademik user ucd design usability testing
164,164,PENGEMBANGAN DAN PENGUJI USABILITAS ANTARMUKA SISTEM PELAPORAN PENILAIAN DAN PENJADWALAN,71160067,"Pengolahan Nilai Rapor, Pengolahan Jadwal, UCD, Usability Testing",kembang uji usabilitas antarmuka lapor jadwal olah jadwal ajar selenggara sekolah rancang mudah olah saji data ajar laksana giat ajar smp negeri 5 tagulandang manual dokumentasi simpan bentuk file sedia salah tulis waktu batas batas kait modifikasi operasi data kompleks olah data siswa makan waktu tenaga administrator proses ajar data siswa butuh waktu cari buka file olah data giat data siswa data pribadi rencana cepat akurat kembang uji usabilitas antarmuka lapor jadwal usability testing ukur usabilitas alami pengingkatan signifikan rata satisfaction 5 simpul bantu guru lapor butuh saji cepat waktu olah rapor olah jadwal ucd usability testing
165,165,PERANCANGAN APLIKAS PRESENSI BERBASIS WEBSITE STUDI KASUS : BADAN PENGELOLA PERBATASAN DAERAH MALUKU TENGGARA,71160076,"presensi manual, data presensi, presensi otomatis, website",ancang aplikasi presensi bas website studi badan kelola batas daerah malu tenggara olah data presensi presensi manual salah badan olah batas daerah hadir pegawai bentuk kertas kertas daftar hadir cecer urus izin cuti makan waktu kendala curang pegawai titip tanda tangan pegawai timbul curang presensi alat tulis pena sedia pegawai pinjam alat tulis tanda tangan tulis agama aktivitas kantor atur presensi cuti izin pesensi bentuk website tata hadir cuti izin pisah sempurna tulis ucd user ucd design uji sus usability scale dasar uji sus simpul ambil siste e-presensi bas website jalan respon positif bantu kantor presensi izin cuti atur data persensi izin cuti harap presensi manual data presensi presensi otomatis website
166,166,CHROME EXTENSION UNTUK DATA GRABBER MEDIA SOSIAL TWITTER DENGAN METODE XPATH SELECTOR,71160073,"XPath Selector, Chrome Extension, data grabber, Twitter",chrome extension data grabber media sosial twitter xpath selector butuh dataset sumber  analisa data scientist iring keingintahuan manusia eprusahaan igin tanggap konsumen produk luncur susun langkah ambil usaha  analisa tanggap konsumen  analisa sumber data temu salah sosial media twitter sedia aplikasi data grabber kumpul data media sosial twitter aplikasi data grabber rancang chrome extension implementasi xpath selector implementasi xpath selector aplikasi harap kumpul data batas batas akses api twitter ganti terap aplikasi akses halaman website  twitter pasang aplikasi chrome extension mudah jalan aplikasi sembari akses halaman website  twitter browser aplikasi tweetgrabberera bangun sesuai butuh harap uji rancang aplikasi data grabber implementasi xpath selector jalan bukti aplikasi dataset  analisa data scientist xpath selector chrome extension data grabber twitter
167,167,PENERAPAN ALGORITMA SIMHASH UNTUK MENDETEKSI KEMIRIPAN TEKS BERITA,71170247,"Deteksi kemiripan teks, Algoritma simhash, Hamming distance",terap algoritma simhash deteksi teks berita terap algoritma simhash deteksi teks berita text reuse sifat illegal plagiasi dunia didik plagiasi golong tindak langgar atur akademik undang hak cipta undang nomor tahun lembaga organisasi text reuse variasi gantung toleransi pakat universitas kristen duta wacana text reuse golong plagiasi lembaga organisasi beda text reuse plagiasi contoh berita buah text reuse deteksi dasar teks teks identifikasi teks terap algoritma simhash algoritma simhash fingerprint ekstraksi fitur-fitur deteksi teks text reuse teks dokumen teks hitung hamming distance dasar uji tulis deteksi teks duplicate banding deteksi teks near-duplicate uji teks duplikat rata evaluasi recall capai 8 dokumen uji temu kalimat duplikat sempurna deteksi teks duplikat milik rata precision deteksi teks algoritma simhash hamming distance
