,judul,nim,kata_kunci,mix_feature
31,PEMBANGUNAN WEBSITE PENGEPUL SEBAGAI SARANA UNTUK PENGELOLAAN SAMPAH MASYARAKAT,71150105,"Sampah, Pengepul, Website, Goal Directed Design, Performance Metrics",bangun website site site kepul sarana kelola sampah masyarakat teliti fokus bangun website site site hubung kepul masyarakat daerah poloharjo sobayan klaten rt rw bantu mengatasu sampah rumah tangga urai teliti tulis bangun website site site metode goal directed design evaluasi ukur performance metrics task success time on task mouse click hasil bangun website site site dedikasi masyarakat kepul bantu kelola sampah masyarakat sampah kepul website site site goal directed design performance metrics
32,SEGMENTASI MANUSKRIP BERAKSARA JAWA MENGGUNAKAN PROFIL PROYEKSI DAN KOMPONEN TERKONEKSI (CONNECTED COMPONENT),71150044,"Segmentasi Profil proyeksi, Komponen Terkoneksi , Aksara Jawa, Thresholding",segmentasi manuskrip aksara jawa profil proyeksi komponen koneksi connected component manuskrip buah tinggal sejarah indonesia manuskrip tulis bahasa kuno contoh aksara jawa aksara bahasa kuno pulau jawa paham manuskrip pustaka koleksi ancang sistem bantu proses digitalisasi manuskrip aksara jawa teliti tulis metode profil proyeksi komponen koneksi potong aksara jawa citra proses proses thresholding proses hitung histogram vertikal deteksi baris deteksi aksara jawa baris proses potong baris potong aksara jawa hasil potong aksara jawa metode profil proyeksi komponen koneksi pengaruh kualitas citra citra milik kualitas tebal tinta cetak tajam hasil akurat proses segmentasi pengaruh proses prapemrosesan thresholding nilai ambang batas threshold hasil segmentasi utama proses segmentasi karakter aksara jawa tinggi nilai ambang batas citra biner olah tajam mudah nali sistem segmentasi profil proyeksi komponen koneksi aksara jawa thresholding
33,PERANCANGAN WEBSITE E-CLASS MENGGUNAKAN METODE USER CENTERED DESIGN PADA SMK NEGERI 1 DOBO,71150150,"User Centered Design, E-Class, Php",ancang website site site e-class metode user ucd design smk negeri 1 dobo smk negeri 1 dobo salah sekolah tengah letak kota dobo proses ajar lisan tulis kualitas kuantitas buku pedoman sisi kota dobo milik koneksi internet bagus akses website site site dasar tulis coba bantu proses ajar ajar website site site e-class bahasa pemrograman php personal home page hypertext preprocessor e-class sistem ajar bantu giat ajar sekolah manfaat media elektronik smartphone personal computer laptop internet e-class sedia materi ajar ajar sekolah bentuk softcopy online unduh website site site e-class harap siswa ajar materi ajar siswa ajar fleksibel materi paham siswa sekolah ajar e-class batas waktu sekolah user ucd design e-class php
34,ANALISA DAN PERANCANGAN ULANG ANTARMUKA APLIKASI TEMAN DIABETES TERHADAP LANSIA,71150091,"Orang Lanjut Usia (Lansia), Usability Test, ISO/IEC 9126 – 4, User  Centered Design (UCD), kuesioner System Usability Scale (SUS),  Teman Diabetes ver 1.3.9.",analisa ancang ulang antarmuka aplikasi teman diabetes lansia teliti milik fokus ancang ulang desain aplikasi teman diabetes elder friendly lansia milik rentang usia tahun teliti percaya lansia teknologi tingkat kualitas hidup lansia objek teliti aplikasi teman diabetes ver 1 3 9 tampil antarmuka aplikasi pengaruh lansia teliti teliti standar iso iec 4 usability test 3 effectiveness efficiency satisfaction teliti teliti fokus effectiveness satisfaction evaluasi analisa tampil antarmuka aplikasi teman diabetes ver 1 3 9 teliti metode ucd user ucd design temu butuh tampil antarmuka teliti ubah desain tampil antarmuka aplikasi teman diabetes ver 1 3 9 lansia ubah antarmuka 1 ukur teks sp 2 ukur ikon hdpi high dots inch 3 tampil utama tampil layout grid ubah temu hasil usabilitas redesain antarmuka aplikasi teman diabetes teliti tingkat nilai effectiveness tingkat nilai efficiency tingkat nilai satisfaction tampil redesain aplikasi teman diabetes ver 1 3 9 lansia alami tingkat uji usabilitas terima usia lansia usability test iso iec 4 user ucd design ucd kuesioner system usability scale sus teman diabetes ver 1 3 9
35,ANALISIS UI UX FITUR MONITORING PROSES KP MAHASISWA PADA SISTEM INFORMASI KERJA PRAKTIK INFORMATIKA UKDW,71160031,"User centered design, Kerja praktik, Usability testing, System usability scale, Analisis situs web", analisa ui ux fitur-fitur monitoring proses kp mahasiswa sistem informasi praktik informatika ukdw sistem informasi praktik informatika sikap proyek informatika butuh informasi praktik kembang segi fitur-fitur antarmuka dasar saran rekap butuh teliti sistem milik fitur-fitur monitoring analisa alam sistem antarmuka sistem teliti terap metode user ucd design analisa fitur-fitur monitoring situs website site  sikap 3 aspek ukur tingkat usability efektivitas efisiensi puas ukur efektivitas ukur tingkat selesai tugas ukur efisiensi hitung waktu tugas ukur tingkat puas system usability scale sus dasar hasil uji tahap nilai efektivitas efisiensi puas tingkat hasil tahap hasil efektivitas mahasiswa tingkat dosen koordinator hasil efisiensi mahasiswa tingkat 4 dosen koordinator hasil puas mahasiswa tingkat 5 3 dosen koordinator 5 simpul fitur-fitur monitoring proses kp mahasiswa sistem informasi praktik informatika usable tampil informasi sesuai butuh mudah mahasiswa dosen koordinator laksana praktik user ucd design praktik usability testing system usability scale  analisa situs website site 
36,PERANCANGAN SISTEM MONITORING CUACA LOKAL BERBASIS INTERNET OF THINGS DI KOTA YOGYAKARTA,71160014,"Monitoring Cuaca, NodeMCU ESP8266, DHT11, MD-0127, Anemometer, Ublox NEO-6M, Website",ancang sistem monitoring cuaca lokal bas internet of things kota yogyakarta monitoring cuaca era serba digital kondisi cuaca pergi teliti bangun buah sistem monitoring cuaca operasi sesuai butuh informasi cuaca akses website site site ancang sistem monitoring cuaca mikrokontriker nodemcu sensor inputan sistem monitoring sensor suhu kelembaban udara sensor hujan sensor cepat angin anemometer sensor gps ublox hasil input sensor tampil buah website site site informasi sistem monitoring cuaca lokal bangun teliti jalan sesuai harap uji rancang kirim data sensor website site site hasil tampil informasi cuaca lokasi nilai sensor pandu konfigurasi sistem rincian biaya sistem hasil informasi masyarakat mudah bangun sistem monitoring cuaca nodemcu anemometer ublox website site site
37,ANALISIS KEBUTUHAN MASYARAKAT TERHADAP APLIKASI SMART PLANT MONITORING UNTUK TANAMAN SUKULEN (STUDI KASUS : PT. BMM GROUP),71170204,"Succulents, Sukulen, Internet of Things, Android, Flutter, Plant Monitoring, Smartpot, MQTT, C# Server", analisa butuh masyarakat aplikasi smart plant monitoring tanam sukulen studi pt bmm group kondisi pandemi covid pengaruh manusia pasuk gaya hidup era new normal kondisi muncul buah giat gari rawat tanam hias sukulen awat tanam sukulen 3 faktor perhati sukulen tumbuh faktor lembap tanah intensitas cahaya suhu ruang teliti buah pot pintar fungsi media awat otomatis perangkat monitoring faktor awat tanam pot pintar hubung aplikasi android protokol mqtt server website site service bahasa giat  analisa butuh hasil butuh masyarakat upa sistem pot rawat otomatis integrasi aplikasi android tunjang tumbuh tanam hasil uji sistem smartpot bangun hasil awat tanam indikator tumbuh diameter daun tunas tanam sukulen adaptive ahp-topsis 2 3 tinggi awat protokol komunikasi data protokol mqtt server fungsi akurasi 2 succulents sukulen internet of things android flutter plant monitoring smartpot mqtt server
38,PERBANDINGAN ALGORITMA C4.5 DAN K-MEANS DALAM MEMPREDIKSI KATEGORI INDEKS PRESTASI MAHASISWA,71150064,"prediksi indeks prestasi mahasiswa, akurasi data mining, C4.5, k-Means",banding algoritma 5 k-means prediksi kategori indeks prestasi mahasiswa teliti banding akurasi prediksi algoritma 5 k-means prediksi nilai indeks prestasi semester 1 mahasiswa fti ukdw data data mahasiswa fti ukdw angkat 2008-2016 data latih angkat data uji atribut beda dasar jalur prestasi non-prestasi jalur prestasi atribut kategori status lokasi level ice jalur non-prestasi atribut kategori status lokasi level ice numerik verbal spasial analogi akurasi hitung cross-tabulation algoritma 5 hasil algoritma k-means hasil skenario jalur prestasi hasil rata akurasi skenario jalur non-prestasi hasil rata akurasi prediksi indeks prestasi mahasiswa akurasi data mining 5 k-means
39,DESAIN DAN IMPLEMENTASI PROGRAM LAYANAN JEMAAT GKJ GONDOKUSUMAN YOGYAKARTA DENGAN METODE RAD,71170134,"Layanan pendataan, Data jemaat, metode RAD",desain implementasi program layan jemaat gkj gondokusuman yogyakarta metode rad kembang gkj gondokusuman gereja buka majelis gereja pendeta tuntut puas jemaat layan biston sekutu kunjung sarana bantu mudah layan unjung warga realisasi data jemaat ter-update aplikasi program layan data jemaat gkj gondokusuman aplikasi program layan data jemaat gkj gondokusuman jemaat gereja mandiri update data pribadi kembang aplikasi terap metode rapid application development rad tahap requirements planning rencana syarat rad design workshop workshop desain rad implementasi implementasi teliti uji black box catat uji fungsional sistem aplikasi program layan data jemaat gkj gondokusuman hasil bangun teliti tahap metode rad kembang aplikasi layan gkj gondokusuman jalan lacar bukti hasil uji black box aplikasi layan gkj gondokusuman mengupdate data warga jemaat aplikasi fitur-fitur daftar warta jemaat minggu daftar majelis gkj gondokusuman jemaat butuh layan hubung majelis layan data data jemaat metode rad
40,PENDETEKSI KECELAKAAN LALU LINTAS MENGGUNAKAN AKSELEROMETER DAN GPS LOCATION PADA APLIKASI ANDROID,71150083,"Kecelakaan kendaraan, Google Maps, Google Speed, Akselerometer, Kecepatan, Android",deteksi celaka lintas akselerometer gps location aplikasi android celaka kendara hindar celaka kendara korban luka mati rugi rugi materi celaka kendara peran wenang keluarga tolong korban celaka buah hubung korban korban pegang smartphone kondisi cidera fisik sadar faktor peduli korban celaka manfaat smartphone android masyarakat rancang sistem deteksi celaka kendara aplikasi android aplikasi sensor akselerometer gps location variabel deteksi celaka sistem deteksi celaka sistem kirim pesan aplikasi daftar pesan upa lokasi korban celaka baca akses lokasi korban via google map pesan aplikasi mudah kerabat wenang lokasi celaka kendara celaka kendara harap milik daftar aplikasi tolong korban celaka tangan cepat celaka kendara google maps google speed akselerometer cepat android
41,PEMANFAATAN API GATEWAY PADA ARSITEKTUR LAYANAN MIKRO,71170157,"Layanan mikro, Monolitik, API gateway.",manfaat api gateway arsitektur layan mikro proses kembang buah sistem ubah ubah muncul seringkali arsitektur monolitik kode program milik gantung arsitektur sistem proses ubah sistem penuh bug sistem terap arsitektur layan mikro terap arsitektur bantu sistem coupling ketat studi arsitektur arsitektur aplikasi toko buku bas seluler bantu arsitektur api gateway aman layan atur request layan layan sesuai requirement aplikasi layan ditest unit testing kembang sistem dasar  analisa sistem terap arsitektur layan mikro sesuai karakteristik layan mikro layan sifat modular basis data pusat rancang fokus produk api gateway bantu entrypoint layan terap api key aman layan usage plan batas request terap layan aman client milik key hindar request overload kembang sistem saran lambda function oauth authorizer api gateway aman layan mikro monolitik api gateway
42,PENGEMBANGAN MEJA KESELAMATAN PADA BENCANA GEMPA BUMI,71160033,"TRIABLE, drop cover hold on, triangle of life, physical impairment, NodeMCU ESP8266, modul GSM, modul Bluetooth, Android",kembang meja selamat bencana gempa bumi indonesia yogyakarta daerah potensi gempa bumi jenis tektonik gempa tahun yogyakarta canang program tangguh bencana salah perhati sekolah sekolah butuh physical impairment situasi sekolah butuh guru damping proses ajar ajar penuh aktivitas selamat gempa bumi tim universitas kristen duta wacana alat selamat nama triable alat dasar 2 metode selamat gempa bumi drop-cover-hold on dch tringale of life alat desain tahan runtuh bangun mudah difable lindung bahaya akibat gempa bumi triable kembang tim universitas kristen duta wacana gelar temu ilmiah tahun pit sentul bogor buah hasil juara tingkat sistem triable kembang modul kembang upa modul sinyal gsm modul bluetooth modul speaker modul tingkat adaptive ahp-topsis tim sar warga cari korban bencana gempa bumi modul sistem meja triable kontrol mikrokontroler nodemcu sinyal bluetooth tangkap aplikasi platform android uji sistem triable hasil tingkat hasil muas kirim sms modul gsm tingkat hasil tangkap sinyal bluetooth halang tingkat hasil halang tembok tingkat hasil triable drop cover hold on triangle of life physical impairment nodemcu modul gsm modul bluetooth android
